department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ZIP CODE,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE,FOA
PATHOLOGY,Utah,NA,5R01NS065714-07,RPGs - Non SBIR/STTR,9086436,"FUJINAMI, ROBERT S",Virus-Host Interactions that Lead to Epilepsy,PATHOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$107.188 ,325938,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,19.05.16,NA
PATHOLOGY,Utah,NA,5R01AG047956-02,RPGs - Non SBIR/STTR,9065475,"O'CONNELL, RYAN M","Micro RNAs and chronic, low-grade inflammation",PATHOLOGY,SCHOOLS OF MEDICINE,$225.000 ,$110.250 ,335250,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,05.05.16,NA
PATHOLOGY,Utah,NA,1R21CA209551-01,RPGs - Non SBIR/STTR,9179396,"WILLIAMS, MATTHEW A",Recruitment of melanoma-specific CD4+ T cells,PATHOLOGY,SCHOOLS OF MEDICINE,$130.500 ,$66.555 ,197055,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,24.06.16,NA
PATHOLOGY,Utah,NA,4R01NS082102-04,RPGs - Non SBIR/STTR,9066531,"FUJINAMI, ROBERT S",Virus Infection Leads to Autoreactive T Cells Having Multiple TCRs,PATHOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$107.188 ,325938,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,11.05.16,NA
PATHOLOGY,Utah,NA,5F30CA189731-03,Training - Individual,9110221,"HUFFAKER, THOMAS BERRY",Immunological function and potential role of microRNA as a novel cancer treatment,PATHOLOGY,SCHOOLS OF MEDICINE,$27.576 ,NA,27576,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,14.07.16,NA
PATHOLOGY,Utah,NA,1R21AI122377-01,RPGs - Non SBIR/STTR,9049020,"PLANELLES, VICENTE",Preclinical Development of Ingenol and HDACi Toward HIV Eradication,PATHOLOGY,SCHOOLS OF MEDICINE,$150.000 ,$73.500 ,223500,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,16.11.15,NA
PATHOLOGY,Utah,NA,5R21AI114462-02,RPGs - Non SBIR/STTR,8990957,"WEIS, JANIS J.",Role of Zfp318 in the functional development of B cells,PATHOLOGY,SCHOOLS OF MEDICINE,$125.000 ,$61.250 ,186250,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,11.12.15,NA
PATHOLOGY,Utah,NA,1R01AI124722-01A1,RPGs - Non SBIR/STTR,9199288,"BOSQUE, ALBERTO",Developing Pathogen Recognition Receptor Agonists as Latency Reversing Agents,PATHOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$127.500 ,377500,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,14.06.16,NA
PATHOLOGY,Utah,NA,5R01GM114817-08,RPGs - Non SBIR/STTR,9120383,"CASJENS, SHERWOOD R.",DNA packaging and delivery by dsDNA viruses,PATHOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$122.500 ,372500,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,06.09.16,NA
PATHOLOGY,Utah,NA,1R01NS091939-01A1,RPGs - Non SBIR/STTR,9014906,"LANE, THOMAS E",Viral-induced axonopathy: mechanisms of damage and repair,PATHOLOGY,SCHOOLS OF MEDICINE,$247.500 ,$121.275 ,368775,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,14.03.16,NA
PATHOLOGY,Utah,NA,2R01NS041249-16A1,RPGs - Non SBIR/STTR,9234936,"LANE, THOMAS E",Chemokines and Viral-Induced Neurologic Disease,PATHOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$107.188 ,325938,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,08.08.16,NA
PATHOLOGY,Utah,NA,5R03NS087979-02,RPGs - Non SBIR/STTR,8997546,"FUJINAMI, ROBERT S",Mouse Pneumotropic Virus Infection: A Model for JC Virus Latency and Reactivation,PATHOLOGY,SCHOOLS OF MEDICINE,$50.000 ,$24.500 ,74500,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,14.03.16,NA
PATHOLOGY,Utah,NA,5R01AR043521-23,RPGs - Non SBIR/STTR,9087151,"WEIS, JANIS J.",Molecular Genetics of Lyme Arthritis,PATHOLOGY,SCHOOLS OF MEDICINE,$243.100 ,$86.240 ,329340,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,10.06.16,NA
PATHOLOGY,Utah,NA,5R01NS092042-02,RPGs - Non SBIR/STTR,9063098,"LANE, THOMAS E",Human neural precursor cell-mediated therapy in a viral model of demyelination,PATHOLOGY,SCHOOLS OF MEDICINE,$484.655 ,$73.347 ,558002,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,14.03.16,NA
PATHOLOGY,Utah,NA,1K22AI116803-01,Other Research-Related,8870007,"HALE, JEFFREY SCOTT",T follicular helper memory cells,PATHOLOGY,SCHOOLS OF MEDICINE,$150.000 ,$12.000 ,162000,2,SALT LAKE CITY,UTAH,84112,Y,UNIVERSITY OF UTAH SCH OF MEDICINE,Domestic Higher Education,11.01.16,NA
POPULATION HEALTH SCIENCES,Utah,GHSM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,1R21DC015202-01,RPGs - Non SBIR/STTR,9055411,"BOUGHTER, JOHN D",Taste responses in defined cell types in gustatory cortex,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$150.000 ,$78.000 ,228000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,02.11.15,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,5R01NS057236-08,RPGs - Non SBIR/STTR,9064226,"KITA, HITOSHI",Synaptic Transmissions in the Basal Ganglia,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$109.375 ,328125,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,15.04.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,4U01AA016662-10,RPGs - Non SBIR/STTR,9000077,"WILLIAMS, ROBERT W.",INIA: Bioinformatics Core,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$130.836 ,$65.418 ,196254,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,02.02.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,5R21NS091752-02,RPGs - Non SBIR/STTR,9122510,"HECK, DETLEF H.",Effects of traumatic brain injury on temporal dynamics of brain activity and learning,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$125.000 ,$65.000 ,190000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,15.08.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,1R01AA023508-01A1,RPGs - Non SBIR/STTR,9032100,"HAMRE, KRISTIN M","Maternal genotype, choline intervention,& epigenetics in Fetal Alcohol Syndrome",ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$233.333 ,$74.533 ,307866,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,08.03.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,5F31AG050357-02,Training - Individual,9142979,"NEUNER, SARAH M",Identification of Genetic Modifiers of Neuronal Deficits and Memory Failure in Alzheimers Disease,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$43.576 ,NA,43576,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,26.05.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,1R21NS098137-01,RPGs - Non SBIR/STTR,9166920,"REINER, ANTON J.",Development of DNAzyme Gene Therapy for Huntingtons Disease,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$125.000 ,$65.000 ,190000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,18.05.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,1R01NS093009-01A1,RPGs - Non SBIR/STTR,9172335,"CHIZHIKOV, VIKTOR",Mesenchymal-neuroepithelial interactions in the developing telencephalon.,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$220.959 ,$114.899 ,335858,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,16.06.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,5R21AG048446-02,RPGs - Non SBIR/STTR,9127063,"KACZOROWSKI, CATHERINE COOK",Mapping AD Memory Failure: Molecules to Connectivity of Brain Network,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$125.000 ,$65.000 ,190000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,14.04.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,4R01AG043930-04,RPGs - Non SBIR/STTR,9063458,"WILLIAMS, ROBERT W.","Translational Systems Genetics of Mitochondria, Metabolism, and Aging",ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$397.428 ,$108.383 ,505811,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,13.05.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,4R01NS044163-13,RPGs - Non SBIR/STTR,9093842,"FOEHRING, ROBERT C",Slowly inactivating K+ channels in neocortical pyramidal cells,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$252.609 ,$85.806 ,338415,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,30.05.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,4R01HD072056-04,RPGs - Non SBIR/STTR,8991713,"ARMSTRONG, WILLIAM E",Reproductive Plasticity in Oxytocin Neurons,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$186.750 ,$93.375 ,280125,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,30.12.15,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,4U01AA013499-15,RPGs - Non SBIR/STTR,9000086,"WILLIAMS, ROBERT W.",Systems Genetics of Alcohol Response and Stress Effects in CNS,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$154.863 ,$77.432 ,232295,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,28.01.16,NA
ANATOMY AND NEUROBIOLOGY,Tennessee,Nb,5R01DC013779-02,RPGs - Non SBIR/STTR,9012810,"FLETCHER, MAX L",Cholinergic modulation of olfactory bulb glomerular sensitivity,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,$244.572 ,$127.177 ,371749,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,24.02.16,NA
GENETICS GENOMICS AND INFORMATICS,Tennessee,Gn;DBMI,5R01AA021951-03,RPGs - Non SBIR/STTR,9121379,"JONES, BYRON C",Genetics of Chronic Mild Stress and Alcohol Consumption,GENETICS,SCHOOLS OF MEDICINE,$261.898 ,$113.267 ,375165,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,05.08.16,NA
GENETICS GENOMICS AND INFORMATICS,Tennessee,Gn;DBMI,5R01ES022614-04,RPGs - Non SBIR/STTR,9062443,"JONES, BYRON C",Neural Toxicity of Paraquat is Related to Iron Regulation in the Midbrain,GENETICS,SCHOOLS OF MEDICINE,$384.818 ,$200.105 ,584923,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,22.04.16,NA
MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Tennessee,Mb;Imm;BCMP,1R21GM118962-01,RPGs - Non SBIR/STTR,9096370,"HORI, RODERICK T",The Role of UBTF in Undiagnosed Neurodevelopmental Disorders,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$150.000 ,$78.000 ,228000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,06.05.16,NA
MICROBIOLOGY IMMUNOLOGY AND BIOCHEMISTRY,Tennessee,Mb;Imm;BCMP,4R01AI069285-10,RPGs - Non SBIR/STTR,9064623,"LI, KUI",Role of TLR3 Signaling in Control of HCV,MICROBIOLOGY/IMMUN/VIROLOGY,SCHOOLS OF MEDICINE,$225.000 ,$112.500 ,337500,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,01.06.16,NA
PATHOLOGY,Tennessee,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHARMACOLOGY,Tennessee,BCMP,5R01AG049772-02,RPGs - Non SBIR/STTR,9061568,"LIAO, FRANCESCA-FANG",Is HSF1 the key in mediating Hsp90 inhibitor effect in AD?,PHARMACOLOGY,SCHOOLS OF MEDICINE,$184.500 ,$95.940 ,280440,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,20.05.16,NA
PHARMACOLOGY,Tennessee,BCMP,5R01GM107094-02,RPGs - Non SBIR/STTR,8991494,"OSTROM, RENNOLDS S",Molecular signal transduction of cAMP compartments,PHARMACOLOGY,SCHOOLS OF MEDICINE,$95.948 ,$45.500 ,141448,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,03.12.15,NA
PHARMACOLOGY,Tennessee,BCMP,4R01DA034776-04,RPGs - Non SBIR/STTR,9061653,"SUN, WENLIN",Cocaine addiction: neuropharmacological mechanisms of compulsive cocaine use,PHARMACOLOGY,SCHOOLS OF MEDICINE,$188.100 ,$94.050 ,282150,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,06.05.16,NA
PHARMACOLOGY,Tennessee,BCMP,5R21NS091593-02,RPGs - Non SBIR/STTR,9145287,"LIAO, FRANCESCA-FANG",Endothelial eNOS-deficient mice as chronic cerebral hypoperfusion model,PHARMACOLOGY,SCHOOLS OF MEDICINE,$125.000 ,$65.000 ,190000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,12.08.16,NA
PHARMACOLOGY,Tennessee,BCMP,5R01AA023764-02,RPGs - Non SBIR/STTR,9059550,"BUKIYA, ANNA",Cholesterol control of alcohol-induced cerebral artery constriction,PHARMACOLOGY,SCHOOLS OF MEDICINE,$225.000 ,$117.000 ,342000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,18.04.16,NA
PHARMACOLOGY,Tennessee,BCMP,4R01HL019134-41,RPGs - Non SBIR/STTR,9033134,"MALIK, KAFAIT U","Angiotensins, Prostaglandins-Adrenergic Interactions",PHARMACOLOGY,SCHOOLS OF MEDICINE,$377.061 ,$188.531 ,565592,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,10.03.16,NA
PHARMACOLOGY,Tennessee,BCMP,1R01NS097671-01,RPGs - Non SBIR/STTR,9160188,"ZHOU, FU-MING",Ion channel mechanisms of striatal dopaminergic motor stimulation,PHARMACOLOGY,SCHOOLS OF MEDICINE,$218.750 ,$113.750 ,332500,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,17.05.16,NA
PHYSIOLOGY,Tennessee,NA,5R01DK102918-03,RPGs - Non SBIR/STTR,9068932,"O'CONNELL, KRISTEN M",Modulation of AgRP Neuronal Excitability: Role of Diet and Body Weight,PHYSIOLOGY,SCHOOLS OF MEDICINE,$217.500 ,$108.750 ,326250,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,12.05.16,NA
PHYSIOLOGY,Tennessee,NA,2R01HL069908-14,RPGs - Non SBIR/STTR,9173147,"RAO, GADIPARTHI N",NFATs and Vascular Injury,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$130.000 ,380000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,10.07.16,NA
PHYSIOLOGY,Tennessee,NA,4R01HL034059-31,RPGs - Non SBIR/STTR,9067440,"LEFFLER, CHARLES W.",Control of Neonatal Circulation,PHYSIOLOGY,SCHOOLS OF MEDICINE,$272.904 ,$136.452 ,409356,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,21.05.16,NA
PHYSIOLOGY,Tennessee,NA,4U01AI107331-04,RPGs - Non SBIR/STTR,9064077,"TIGYI, GABOR J",IND-Enabling Preclinical Development of a New Radiomitigator,PHYSIOLOGY,SCHOOLS OF MEDICINE,$458.264 ,$204.354 ,662618,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,26.05.16,NA
PHYSIOLOGY,Tennessee,NA,4R01EY014856-10,RPGs - Non SBIR/STTR,8979691,"RAO, GADIPARTHI N",Mechanisms of retinal angiogenesis,PHYSIOLOGY,SCHOOLS OF MEDICINE,$225.000 ,$112.500 ,337500,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,25.11.15,NA
PHYSIOLOGY,Tennessee,NA,5R01HL123535-03,RPGs - Non SBIR/STTR,9095435,"ZHANG, WEIQIANG",Characterization of an inhibitory protein complex for cystic fibrosis therapy,PHYSIOLOGY,SCHOOLS OF MEDICINE,$256.491 ,$119.205 ,375696,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,27.06.16,NA
PHYSIOLOGY,Tennessee,NA,2R01HL042851-25,RPGs - Non SBIR/STTR,9028344,"LEFFLER, CHARLES W.",Hydrogen Sulfide in Newborn Cerebral Circulation,PHYSIOLOGY,SCHOOLS OF MEDICINE,$257.321 ,$133.806 ,391127,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,18.12.15,NA
PHYSIOLOGY,Tennessee,NA,5R01HL123540-03,RPGs - Non SBIR/STTR,9026496,"WATERS, CHRISTOPHER M",CXCR4 signaling in lung epithelial repair,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$125.000 ,375000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,25.02.16,NA
PHYSIOLOGY,Tennessee,NA,4R01HL067061-14,RPGs - Non SBIR/STTR,9063564,"JAGGAR, JONATHAN H",Vascular control by K+ channel trafficking,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$125.000 ,375000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,01.04.16,NA
PHYSIOLOGY,Tennessee,NA,2R01HL103575-06A1,RPGs - Non SBIR/STTR,9193490,"RAO, GADIPARTHI N",GPCR Signaling and Vascular Wall Remodeling,PHYSIOLOGY,SCHOOLS OF MEDICINE,$314.435 ,$137.506 ,451941,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,06.07.16,NA
PHYSIOLOGY,Tennessee,NA,5R01DK101668-03,RPGs - Non SBIR/STTR,9084561,"ADEBIYI, ADEBOWALE",Regulation of neonatal renal hemodynamics,PHYSIOLOGY,SCHOOLS OF MEDICINE,$200.000 ,$100.000 ,300000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,23.06.16,NA
PHYSIOLOGY,Tennessee,NA,4R01CA092160-15,RPGs - Non SBIR/STTR,9036332,"TIGYI, GABOR J",Anticancer Strategies Targeting the Autotaxin-LPA Receptor Axis,PHYSIOLOGY,SCHOOLS OF MEDICINE,$198.327 ,$99.164 ,297491,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,18.03.16,NA
PHYSIOLOGY,Tennessee,NA,4R01HL064165-18,RPGs - Non SBIR/STTR,9029341,"RAO, GADIPARTHI N",Eicosanoids and Vascular Wall Remodeling,PHYSIOLOGY,SCHOOLS OF MEDICINE,$250.000 ,$125.000 ,375000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,26.03.16,NA
PHYSIOLOGY,Tennessee,NA,1R01DK107535-01,RPGs - Non SBIR/STTR,9004852,"BRIDGES, DAVE",Regulation of Lipid Storage by mTORC1,PHYSIOLOGY,SCHOOLS OF MEDICINE,$225.000 ,$117.000 ,342000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,21.01.16,NA
PHYSIOLOGY,Tennessee,NA,2R01DK055532-16A1,RPGs - Non SBIR/STTR,9028024,"RAO, RADHAKRISHNA",Intestinal Mucosal Protection by epidermal Growth Factor,PHYSIOLOGY,SCHOOLS OF MEDICINE,$225.000 ,$108.492 ,333492,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,14.01.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,5R01DA037273-02,RPGs - Non SBIR/STTR,9109610,"KLESGES, ROBERT C","New, Emerging, and Traditional Tobacco Use in the Military",PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$520.469 ,$232.629 ,753098,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,10.06.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,1R01DK104872-01A1,RPGs - Non SBIR/STTR,9103837,"KRUKOWSKI, REBECCA A.",Behavioral Weight Management for Pregnant and Postpartum Women in the Military,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$456.245 ,$237.247 ,693492,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,19.04.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,1R21DA042083-01,RPGs - Non SBIR/STTR,9162245,"LITTLE, MELISSA",Evaluation of a brief tobacco intervention in the US military,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$150.000 ,$78.000 ,228000,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,03.08.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,1R01CA193245-01A1,RPGs - Non SBIR/STTR,9025861,"KLESGES, ROBERT C",Strategies To Promote Cessation in Smokers Who Are Not Ready To Quit,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$433.292 ,$212.619 ,645911,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,04.12.15,NA
PREVENTIVE MEDICINE,Tennessee,NA,4R01DK097158-05,RPGs - Non SBIR/STTR,9118179,"KLESGES, ROBERT C",Dissemination of the Look Ahead Weight Management Treatment in the Military,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$381.677 ,$190.839 ,572516,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,25.07.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,2U01DK057078-17,RPGs - Non SBIR/STTR,9075549,"JOHNSON, KAREN C",07/16 Action for Health in Diabetes Extension Study Research Project,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$343.801 ,$139.354 ,473155,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,15.02.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,1R01DK107747-01A1,RPGs - Non SBIR/STTR,9173708,"KRUKOWSKI, REBECCA A.",Efficacy of two novel behavioral post-cessation weight gain interventions,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$458.186 ,$235.917 ,694103,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,01.09.16,NA
PREVENTIVE MEDICINE,Tennessee,NA,5R01HL123978-03,RPGs - Non SBIR/STTR,9069969,"KLESGES, ROBERT C",Enhancing the Efficacy of a Smoking Quit Line in the Military,PUBLIC HEALTH & PREV MEDICINE,SCHOOLS OF MEDICINE,$505.293 ,$226.182 ,731475,9,MEMPHIS,TENNESSEE,38163,Y,UNIVERSITY OF TENNESSEE COL OF MEDICINE,Domestic Higher Education,24.06.16,NA
BIOCHEMISTRY AND STRUCTURAL BIOLOGY,UT San Antonio-Long,BCMP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CELLULAR AND INTEGRATIVE PHYSIOLOGY,UT San Antonio-Long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CELL SYSTEMS AND ANATOMY,UT San Antonio-Long,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
