department_name,school,harvard_equivalent,PROJECT NUMBER,FUNDING MECHANISM,NIH REFERENCE,PI NAME,PROJECT TITLE,NIH DEPT COMBINING NAME,NIH MC COMBINING NAME,DIRECT COST,INDIRECT COST,FUNDING,CONGRESSIONAL DISTRICT,CITY,STATE OR COUNTRY NAME,ATTRIBUTED TO MEDICAL SCHOOL,MEDICAL SCHOOL LOCATION,INSTITUTION TYPE,AWARD NOTICE DATE
PHYSIOLOGY,Maryland,NA,5R01HL118390-04,RPGs - Non SBIR/STTR,9181449,"ANTALIS, TONI M",Membrane Serine Protease Activities in Protease Activated Receptor Signaling,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,133750,383750,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,15.11.16
PHYSIOLOGY,Maryland,NA,5R01MH080046-10,RPGs - Non SBIR/STTR,9171383,"BLANPIED, THOMAS A",Internal Dynamics of the Postsynaptic Density,PHYSIOLOGY,SCHOOLS OF MEDICINE,278444,148968,427412,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,03.11.16
PHYSIOLOGY,Maryland,NA,5R01AR064268-04,RPGs - Non SBIR/STTR,9243973,"BLOCH, ROBERT J",Role of Dysferlin in T-Tubules of Skeletal Muscle,PHYSIOLOGY,SCHOOLS OF MEDICINE,264280,135355,399635,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,10.04.17
PHYSIOLOGY,Maryland,NA,3F30CA196075-02S1,Training - Individual,9458847,"CHAKRABARTI, KRISTI RITI",AMPK Regulation of Microtubule Dynamics in Breast Cancer Metastasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,6646,NA,6646,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,27.03.17
PHYSIOLOGY,Maryland,NA,5F30CA196075-03,Training - Individual,9330781,"CHAKRABARTI, KRISTI RITI",AMPK Regulation of Microtubule Dynamics in Breast Cancer Metastasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,37363,NA,37363,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,23.02.17
PHYSIOLOGY,Maryland,NA,5F30MH105111-03,Training - Individual,9229064,"CHEN, HAIWEN",Distinct regulation of evoked and spontaneous vesicle fusion site distributions,PHYSIOLOGY,SCHOOLS OF MEDICINE,35022,NA,35022,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,06.03.17
PHYSIOLOGY,Maryland,NA,5F30MH111207-02,Training - Individual,9350171,"DIVAKARUNI, SAI SACHIN",Regulation of Drp1-dependent mitochondrial fission during synaptic potentiation,PHYSIOLOGY,SCHOOLS OF MEDICINE,31693,NA,31693,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,28.07.17
PHYSIOLOGY,Maryland,NA,1R01GM117175-01A1,RPGs - Non SBIR/STTR,9310821,"FANG, SHENGYUN",High-Content Screening to identify small molecules for refolding SOD1 mutants,PHYSIOLOGY,SCHOOLS OF MEDICINE,196250,106957,303207,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,20.09.17
PHYSIOLOGY,Maryland,NA,5U01HL116321-04,RPGs - Non SBIR/STTR,9281043,"LEDERER, W JONATHAN",Multiscale spatiotemporal modeling of cardiac mitochondria,PHYSIOLOGY,SCHOOLS OF MEDICINE,584206,117697,701903,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,05.06.17
PHYSIOLOGY,Maryland,NA,5F30MH102891-05,Training - Individual,9332472,"LI, TUO PETER",The Influence of Binding and Crowding on Synaptic Protein Mobility,PHYSIOLOGY,SCHOOLS OF MEDICINE,49044,NA,49044,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,15.08.17
PHYSIOLOGY,Maryland,NA,5R01CA124704-08,RPGs - Non SBIR/STTR,9335277,"MARTIN, STUART S",Tubulin microtentacles in detached mammary epithelial cells,PHYSIOLOGY,SCHOOLS OF MEDICINE,192594,103038,295632,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,08.08.17
PHYSIOLOGY,Maryland,NA,5R01HL102758-07,RPGs - Non SBIR/STTR,9217662,"MEREDITH, ANDREA L",Daily Regulation of Ionic Currents,PHYSIOLOGY,SCHOOLS OF MEDICINE,252351,136795,389146,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,25.11.16
PHYSIOLOGY,Maryland,NA,1F31AR070621-01A1,Training - Individual,9328342,"MUELLER, AMBER LEVELL",Modeling FSHD by Xenografting Human Myogenic Precursor Cells into Mice,PHYSIOLOGY,SCHOOLS OF MEDICINE,35236,NA,35236,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,21.02.17
PHYSIOLOGY,Maryland,NA,5R01DK077140-09,RPGs - Non SBIR/STTR,9274952,"RIZZO, MARK A",Regulatory Mechanisms of Insulin Secretion,PHYSIOLOGY,SCHOOLS OF MEDICINE,237500,127063,364563,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,20.06.17
PHYSIOLOGY,Maryland,NA,5R01HL122827-02,RPGs - Non SBIR/STTR,9242698,"RIZZO, MARK A",Creation of Optical Biosensor Mice for Longitudinal Studies of Vascular Function,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,135938,385938,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,07.04.17
PHYSIOLOGY,Maryland,NA,3R01MH111527-02S1,RPGs - Non SBIR/STTR,9449901,"RIZZO, MARK A",Multiparametric Biosensor Imaging in Brain Slices,PHYSIOLOGY,SCHOOLS OF MEDICINE,75202,0,75202,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,16.06.17
PHYSIOLOGY,Maryland,NA,5R01MH111527-02,RPGs - Non SBIR/STTR,9353478,"RIZZO, MARK A",Multiparametric Biosensor Imaging in Brain Slices,PHYSIOLOGY,SCHOOLS OF MEDICINE,275874,134001,409875,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,15.06.17
PHYSIOLOGY,Maryland,NA,5R01MH086828-08,RPGs - Non SBIR/STTR,9270600,"THOMPSON, SCOTT M","Stress, depression and effects of novel antidepressants on excitatory synapses",PHYSIOLOGY,SCHOOLS OF MEDICINE,262734,119024,381758,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,15.04.17
PHYSIOLOGY,Maryland,NA,5T32GM008181-30,Training - Institutional,9304224,"TRUDEAU, MATTHEW C",Training Program in Integrative Membrane Biology,PHYSIOLOGY,SCHOOLS OF MEDICINE,240317,15873,174090,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,30.06.17
PHYSIOLOGY,Maryland,NA,5K01CA166576-05,Other Research-Related,9251747,"VITOLO, MICHELE I",PTEN loss increases efficiency of breast tumor metastasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,97065,7765,104830,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,07.03.17
PHYSIOLOGY,Maryland,NA,2R01DK054231-16A1,RPGs - Non SBIR/STTR,9310927,"WELLING, PAUL A",Molecular Mechanism of ROMK Channel Function,PHYSIOLOGY,SCHOOLS OF MEDICINE,342114,153533,495647,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,07.06.17
PHYSIOLOGY,Maryland,NA,1R01DK110375-01A1,RPGs - Non SBIR/STTR,9331934,"WELLING, PAUL A","OXGR1 in Renal Intercalated Cells, Salt Transport and Diuretic Efficacy",PHYSIOLOGY,SCHOOLS OF MEDICINE,615970,111639,727609,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,08.06.17
PHYSIOLOGY,Maryland,NA,5K25HL125762-03,Other Research-Related,9278257,"WILLIAMS, GEORGE S  B",Mitochondrial Calcium Signaling in Heart,PHYSIOLOGY,SCHOOLS OF MEDICINE,156700,12536,169236,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,15.06.17
PHYSIOLOGY,Maryland,NA,1R01DK114091-01,RPGs - Non SBIR/STTR,9363990,"WOODWARD, OWEN M",Molecular Mechanisms of Uric Acid Homeostasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,225000,122625,347625,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,15.08.17
PHYSIOLOGY,Maryland,NA,5R01NS082607-05,RPGs - Non SBIR/STTR,9291507,"ZHANG, LI",Mac-1 coordinates PDGF-CC activation by microglia and promotes BBB opening,PHYSIOLOGY,SCHOOLS OF MEDICINE,218750,117031,335781,7,BALTIMORE,MARYLAND,Y,UNIVERSITY OF MARYLAND SCH OF MEDICINE,Domestic Higher Education,25.05.17
BIOMEDICAL ENGINEERING,Buffalo-Jacobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PATHOLOGY AND ANATOMICAL SCIENCES,Buffalo-Jacobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
STRUCTURAL BIOLOGY,Buffalo-Jacobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BIOMEDICAL ENGINEERING,Oregon,NA,1R01GM122854-01A1,RPGs - Non SBIR/STTR,9398469,"BEATTY, KIMBERLY ELIZABETH",New Technology for Tracking Proteins by Light and Electron Microscopy,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,257624,137429,395053,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,27.07.17
BIOMEDICAL ENGINEERING,Oregon,NA,5R01EB021362-02,RPGs - Non SBIR/STTR,9348649,"GIBBS, SUMMER LYNNE",NIR Nerve-specific Fluorescent Imaging for Robotic-assisted Radical Prostatectomy,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,445367,117526,562893,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,20.06.17
BIOMEDICAL ENGINEERING,Oregon,NA,5U54HG008100-04,Research Centers,9320999,"GRAY, JOE W",Extrinsic Perturbations of Cell Physiology and Associated Regulatory Networks,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,1397485,317115,1714600,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,02.08.17
BIOMEDICAL ENGINEERING,Oregon,NA,1U54CA209988-01A1,Research Centers,9350715,"GRAY, JOE W","Measuring, Modeling and Controlling Heterogeneity",BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,1275825,601154,1876979,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,22.05.17
BIOMEDICAL ENGINEERING,Oregon,NA,5R01HL130274-02,RPGs - Non SBIR/STTR,9335963,"HINDS, MONICA T",Surface Modification Compliant Vascular Grafts,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,451323,171067,622390,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,13.07.17
BIOMEDICAL ENGINEERING,Oregon,NA,5R01AG042191-05,RPGs - Non SBIR/STTR,9251721,"KAYE, JEFFREY A",Ambient Independence Measures for Guiding Care Transitions,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,336934,158947,495881,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,28.02.17
BIOMEDICAL ENGINEERING,Oregon,NA,5R01GM116184-03,RPGs - Non SBIR/STTR,9302466,"MCCARTY, OWEN J",FXI and Sepsis,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,370825,67973,438798,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,09.06.17
BIOMEDICAL ENGINEERING,Oregon,NA,5R01HL094570-09,RPGs - Non SBIR/STTR,9236209,"RUGONYI, SANDRA",Dynamic changes in the chick developing heart in response to altered hemodynamics,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,297321,117039,414360,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,31.03.17
BIOMEDICAL ENGINEERING,Oregon,NA,1F31HL136230-01,Training - Individual,9261160,"ZILBERMAN-RUDENKO, JEVGENIA",Role of FXI in Thrombohemorrhagic Complications,BIOMEDICAL ENGINEERING,SCHOOLS OF MEDICINE,49044,NA,49044,3,PORTLAND,OREGON,Y,"PORTLAND, OREGON 97239-3098",Domestic Higher Education,03.01.17
PATHOLOGY,Rush,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PHYSIOLOGY,Louisville,NA,5R21EB022185-02,RPGs - Non SBIR/STTR,9260876,"BOYD, NOLAN LEE",Vascularized cell-based device for restoring physiological homeostasis,PHYSIOLOGY,SCHOOLS OF MEDICINE,125000,65398,190398,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,05.01.17
PHYSIOLOGY,Louisville,NA,5F31HL132527-02,Training - Individual,9310044,"KUNKEL, GEORGE H",Exosomal Delivery of TFAM:Novel Therapeutic Approach to Cardiomyocyte Recovery in Heart Failure,PHYSIOLOGY,SCHOOLS OF MEDICINE,30380,NA,30380,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,16.06.17
PHYSIOLOGY,Louisville,NA,1R01AG053585-01A1,RPGs - Non SBIR/STTR,9309164,"LEBLANC, AMANDA JO",Reversing Microvascular Dysfunction in Advancing Age,PHYSIOLOGY,SCHOOLS OF MEDICINE,205000,89935,294935,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,27.02.17
PHYSIOLOGY,Louisville,NA,5R01NS084823-05,RPGs - Non SBIR/STTR,9264023,"LOMINADZE, DAVID",Mechanisms of Homocysteine-Induced Fibrinogen-Amyloid Plaque Formation,PHYSIOLOGY,SCHOOLS OF MEDICINE,337919,168960,506879,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,05.05.17
PHYSIOLOGY,Louisville,NA,5R01DK104653-03,RPGs - Non SBIR/STTR,9320722,"SEN, UTPAL",Hydrogen sulfide mechanism of renal hypertension,PHYSIOLOGY,SCHOOLS OF MEDICINE,414784,207392,622176,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,24.08.17
PHYSIOLOGY,Louisville,NA,5R01AR067667-03,RPGs - Non SBIR/STTR,9331426,"TYAGI, NEETU",Mitigating mitochondrial epigenetics in bone remodeling by hydrogen sulfide,PHYSIOLOGY,SCHOOLS OF MEDICINE,336170,168085,504255,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,29.08.17
PHYSIOLOGY,Louisville,NA,5R01HL074185-13,RPGs - Non SBIR/STTR,9212179,"TYAGI, SURESH C",Reversing diabetic muscle myopathy by exercise and exosomes,PHYSIOLOGY,SCHOOLS OF MEDICINE,250000,125000,375000,3,LOUISVILLE,KENTUCKY,Y,UNIVERSITY OF LOUISVILLE SCH OF MEDICINE,Domestic Higher Education,12.01.17
PATHOLOGY AND HUMAN ANATOMY,Loma Linda,NA,5R01CA209829-02,RPGs - Non SBIR/STTR,9302326,"PAYNE, KIMBERLY J",Targeting CRLF2 and Ikaros Alterations to Reduce Health Disparities in Childhood Leukemia,ANATOMY/CELL BIOLOGY,SCHOOLS OF MEDICINE,291556,68991,360547,31,LOMA LINDA,CALIFORNIA,Y,"LOMA LINDA, CALIFORNIA 92350",Domestic Higher Education,21.06.17
ONCOLOGICAL SCIENCES,Utah,NA,1R01GM124434-01,RPGs - Non SBIR/STTR,9368329,"EDGAR, BRUCE ALEXANDER",Damage Sensing and Growth Control in the Drosophila Gut,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,275000,142083,417083,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,01.09.17
ONCOLOGICAL SCIENCES,Utah,NA,5R21CA196455-03,RPGs - Non SBIR/STTR,9320517,"GERTZ, JASON",Development of Enhancer RNA-based Biomarkers in FFPE Tissue,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,152250,74603,226853,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,28.07.17
ONCOLOGICAL SCIENCES,Utah,NA,1R01HG008974-01A1,RPGs - Non SBIR/STTR,9311326,"GERTZ, JASON",In situ evaluation of combinatorial gene regulation in the human genome,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,391755,201754,593509,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,30.06.17
ONCOLOGICAL SCIENCES,Utah,NA,5R01CA187457-04,RPGs - Non SBIR/STTR,9272371,"OLIVER, TRUDY GALE",Identifying Mechanisms of Sox2-Driven Squamous Cell Lung Cancer,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,207500,101675,309175,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,19.05.17
ONCOLOGICAL SCIENCES,Utah,NA,1F30CA217184-01,Training - Individual,9328861,"RICHARDS, JACKSON ROYAL",Non-canonical WNT signaling in the invasion and metastasis of uveal melanoma,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,33744,NA,33744,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,21.03.17
ONCOLOGICAL SCIENCES,Utah,NA,5R01GM102169-06,RPGs - Non SBIR/STTR,9330186,"ROSENBLATT, JODY SNOW",The Role of Extrusion in Controlling Epithelial Homeostasis,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,293826,151810,445636,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,29.08.17
ONCOLOGICAL SCIENCES,Utah,NA,5F30CA203096-02,Training - Individual,9309991,"SHIN, CLIFFORD",Characterizing HBEGF in glioma formation and maintenance,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,31068,NA,31068,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,30.12.16
ONCOLOGICAL SCIENCES,Utah,NA,1R03DE027156-01,RPGs - Non SBIR/STTR,9375939,"STEWART, RODNEY A",Biophysical Control of Collective Neural Crest Migration,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,1e+05,51500,151500,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,01.09.17
ONCOLOGICAL SCIENCES,Utah,NA,2R01CA121245-06A1,RPGs - Non SBIR/STTR,9333839,"TAVTIGIAN, SEAN VAHRAM",Common and rare sequence variants in breast cancer risk,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,389438,196062,585500,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,08.03.17
ONCOLOGICAL SCIENCES,Utah,NA,5R01CA204253-02,RPGs - Non SBIR/STTR,9288158,"VARLEY, KATHERINE ELENA",A partnership to enable clinical ctDNA testing for breast cancer recurrence,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,371315,98888,470203,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,20.06.17
ONCOLOGICAL SCIENCES,Utah,NA,5R01CA166422-06,RPGs - Non SBIR/STTR,9096029,"WELM, ALANA L",Short-form Ron Kinase in Tumor Progression and Metastasis,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,252239,129378,381617,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,23.02.17
ONCOLOGICAL SCIENCES,Utah,NA,1U54CA224076-01,Research Centers,9446429,"WELM, ALANA L",PDX Trial Center for Breast Cancer Therapy,INTERNAL MEDICINE/MEDICINE,SCHOOLS OF MEDICINE,2043752,438439,2482191,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,25.09.17
PATHOLOGY,Utah,NA,5R01GM114817-09,RPGs - Non SBIR/STTR,9346610,"CASJENS, SHERWOOD R",DNA packaging and delivery by dsDNA viruses,PATHOLOGY,SCHOOLS OF MEDICINE,250000,122500,372500,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,22.08.17
PATHOLOGY,Utah,NA,5K08CA172288-06,Other Research-Related,9284426,"EVASON, KIMBERLEY JANE",Mechanisms and modifiers of beta-catenin-induced hepatic tumorigenesis,PATHOLOGY,SCHOOLS OF MEDICINE,139595,11168,150763,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,20.06.17
PATHOLOGY,Utah,NA,2R01NS071518-06,RPGs - Non SBIR/STTR,9389901,"EVAVOLD, BRIAN D",2D kinetics of antigen recognition in the CNS,PATHOLOGY,SCHOOLS OF MEDICINE,218750,112838,331588,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,28.07.17
PATHOLOGY,Utah,NA,1R01AI130255-01A1,RPGs - Non SBIR/STTR,9398839,"FISHER, MARK A",Characterizing the role of antimicrobial peptide resistance in plague transmission,PATHOLOGY,SCHOOLS OF MEDICINE,250000,128750,378750,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,12.05.17
PATHOLOGY,Utah,NA,5R01NS065714-08,RPGs - Non SBIR/STTR,9276144,"FUJINAMI, ROBERT S",Virus-Host Interactions that Lead to Epilepsy,PATHOLOGY,SCHOOLS OF MEDICINE,218750,107188,325938,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,14.06.17
PATHOLOGY,Utah,NA,5R01NS082102-05,RPGs - Non SBIR/STTR,9272445,"FUJINAMI, ROBERT S",Virus Infection Leads to Autoreactive T Cells Having Multiple TCRs,PATHOLOGY,SCHOOLS OF MEDICINE,218750,107188,325938,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,17.04.17
PATHOLOGY,Utah,NA,5K08CA188563-03,Other Research-Related,9294989,"GROSSMANN, ALLIE H",The Role of the Small GTPase ARF6 in Oncogenic Signaling and Tumorigenesis,PATHOLOGY,SCHOOLS OF MEDICINE,167000,13360,180360,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,20.06.17
PATHOLOGY,Utah,NA,5K22AI116803-02,Other Research-Related,9204723,"HALE, JEFFREY SCOTT",T follicular helper memory cells,PATHOLOGY,SCHOOLS OF MEDICINE,1e+05,8000,108000,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,20.12.16
PATHOLOGY,Utah,NA,5F30CA189731-04,Training - Individual,9315790,"HUFFAKER, THOMAS BERRY",Immunological function and potential role of microRNA as a novel cancer treatment,PATHOLOGY,SCHOOLS OF MEDICINE,49044,NA,49044,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,21.07.17
PATHOLOGY,Utah,NA,1R01NS097819-01A1,RPGs - Non SBIR/STTR,9311325,"LAMB, TRACEY JANE",EphA2 mediates opening of the blood brain barrier in cerebral malaria,PATHOLOGY,SCHOOLS OF MEDICINE,204579,92705,297284,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,27.02.17
PATHOLOGY,Utah,NA,7R01AI123425-02,RPGs - Non SBIR/STTR,9444089,"LAMB, TRACEY JANE",Suppression of anti-malarial humoral immune responses by gamaherpesviruses,PATHOLOGY,SCHOOLS OF MEDICINE,287438,107615,395053,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,17.05.17
PATHOLOGY,Utah,NA,5R01NS041249-17,RPGs - Non SBIR/STTR,9328161,"LANE, THOMAS E",Chemokines and Viral-Induced Neurologic Disease,PATHOLOGY,SCHOOLS OF MEDICINE,218750,107188,325938,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,11.08.17
PATHOLOGY,Utah,NA,5R01NS092042-03,RPGs - Non SBIR/STTR,9243328,"LANE, THOMAS E",Human neural precursor cell-mediated therapy in a viral model of demyelination,PATHOLOGY,SCHOOLS OF MEDICINE,484655,73347,558002,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,28.03.17
PATHOLOGY,Utah,NA,5R01NS091939-02,RPGs - Non SBIR/STTR,9243327,"LANE, THOMAS E",Viral-induced axonopathy: mechanisms of damage and repair,PATHOLOGY,SCHOOLS OF MEDICINE,247500,121275,368775,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,17.02.17
PATHOLOGY,Utah,NA,3T32AI055434-11A1S1,Training - Institutional,9412075,"MULVEY, MATTHEW A",Training Program in Microbial Pathogenesis,PATHOLOGY,SCHOOLS OF MEDICINE,9352,748,10100,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,15.03.17
PATHOLOGY,Utah,NA,5T32AI055434-12,Training - Institutional,9335710,"MULVEY, MATTHEW A",Training Program in Microbial Pathogenesis,PATHOLOGY,SCHOOLS OF MEDICINE,288492,21410,307037,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,07.07.17
PATHOLOGY,Utah,NA,1R01AI123106-01A1,RPGs - Non SBIR/STTR,9310060,"O'CONNELL, RYAN M",Investigating the transfer of miRNAs by exosomes during inflammation,PATHOLOGY,SCHOOLS OF MEDICINE,250000,128438,378438,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,17.03.17
PATHOLOGY,Utah,NA,5R01AG047956-03,RPGs - Non SBIR/STTR,9269955,"O'CONNELL, RYAN M","Micro RNAs and chronic, low-grade inflammation",PATHOLOGY,SCHOOLS OF MEDICINE,225000,110250,335250,2,SALT LAKE CITY,UTAH,Y,"SALT LAKE CITY, UTAH 84112",Domestic Higher Education,11.05.17
